name,real_label,prob
5xez_C_D_A_ag>5xez_C_D_A_ab,1,0.876351984
7pry_C_D_I_ag>7pry_C_D_I_ab,1,0.868039827
6m0z_H_L_A_ag>6m0z_H_L_A_ab,1,0.865155849
7kdd_H_I_C_ag>7kdd_H_I_C_ab,1,0.864641651
6ad8_C_D_A_ag>6ad8_C_D_A_ab,1,0.862504762
4z7q_E_F_C_ag>4z7q_E_F_C_ab,1,0.852707063
4fqr_e_f_E_ag>4fqr_e_f_E_ab,1,0.850091667
2nxy_D_C_A_ag>2nxy_D_C_A_ab,1,0.845919826
4lbe_A_B_C_ag>4lbe_A_B_C_ab,1,0.839751568
1yyl_H_L_G_ag>1yyl_H_L_G_ab,1,0.836237088
6mhg_C_P_E_ag>6mhg_C_P_E_ab,1,0.832613095
2ny4_D_C_A_ag>2ny4_D_C_A_ab,1,0.829709707
6hco_F_E_A_ag>6hco_F_E_A_ab,1,0.827013095
7kd6_C_D_E_ag>7kd6_C_D_E_ab,1,0.82627685
6iw2_H_I_G_ag>6iw2_H_I_G_ab,1,0.825541667
7lsg_H_L_C_ag>7lsg_H_L_C_ab,1,0.823482376
5kqv_P_Q_F_ag>5kqv_P_Q_F_ab,1,0.81995554
7lj5_G_F_B_ag>7lj5_G_F_B_ab,1,0.817508333
6iw2_B_C_A_ag>6iw2_B_C_A_ab,1,0.81715
6bfq_A_B_I_ag>6bfq_A_B_I_ab,1,0.811710408
4fqr_w_x_W_ag>4fqr_w_x_W_ab,1,0.808127381
5t6l_A_B_G_ag>5t6l_A_B_G_ab,1,0.8075
3j8w_F_J_D_ag>3j8w_F_J_D_ab,1,0.806591338
4fqr_q_r_Q_ag>4fqr_q_r_Q_ab,1,0.805068452
6k5i_E_F_B_ag>6k5i_E_F_B_ab,1,0.804373016
7lj4_G_F_B_ag>7lj4_G_F_B_ab,1,0.800872619
7lja_G_F_B_ag>7lja_G_F_B_ab,1,0.800872619
5vkh_A_B_C_ag>5vkh_A_B_C_ab,1,0.797264314
6x87_I_J_X_ag>6x87_I_J_X_ab,1,0.788324802
6adb_E_F_B_ag>6adb_E_F_B_ab,1,0.78491338
2h2p_E_F_B_ag>2h2p_E_F_B_ab,1,0.779986928
2ny5_H_L_G_ag>2ny5_H_L_G_ab,1,0.776100778
6bpa_B_C_A_ag>6bpa_B_C_A_ab,1,0.7753875
5vpl_D_C_A_ag>5vpl_D_C_A_ab,1,0.773
6mhg_D_Q_E_ag>6mhg_D_Q_E_ab,1,0.771593849
2r9h_C_D_A_ag>2r9h_C_D_A_ab,1,0.76975
6cdi_5_6_2_ag>6cdi_5_6_2_ab,1,0.766582192
2j6e_I_M_B_ag>2j6e_I_M_B_ab,1,0.764175461
6xcn_H_L_C_ag>6xcn_H_L_C_ab,1,0.763677381
5d9q_H_L_G_ag>5d9q_H_L_G_ab,1,0.758566667
6ad7_C_D_A_ag>6ad7_C_D_A_ab,1,0.758429451
3eoa_B_A_J_ag>3eoa_B_A_J_ab,1,0.754012296
6n1w_m_n_2_ag>6n1w_m_n_2_ab,1,0.75345
7lk4_F_E_P_ag>7lk4_F_E_P_ab,1,0.749388415
5hdb_H_L_A_ag>5hdb_H_L_A_ab,1,0.748676765
7bel_A_B_R_ag>7bel_A_B_R_ab,1,0.74590496
6nf2_H_L_B_ag>6nf2_H_L_B_ab,1,0.737880754
6n1w_Q_R_c_ag>6n1w_Q_R_c_ab,1,0.73519881
5w9k_B_C_A_ag>5w9k_B_C_A_ab,1,0.734945238
6xcn_B_D_A_ag>6xcn_B_D_A_ab,1,0.733260714
2ny6_D_C_A_ag>2ny6_D_C_A_ab,1,0.732385345
3opz_I_M_B_ag>3opz_I_M_B_ab,1,0.726658333
6mdt_D_E_B_ag>6mdt_D_E_B_ab,1,0.725995076
6njl_N_M_B_ag>6njl_N_M_B_ab,1,0.725949351
3ria_J_M_E_ag>3ria_J_M_E_ab,1,0.725125
6veq_C_D_E_ag>6veq_C_D_E_ab,1,0.724575
6a3w_G_H_I_ag>6a3w_G_H_I_ab,1,0.715660714
4tnw_W_f_P_ag>4tnw_W_f_P_ab,1,0.714753571
2vir_B_A_C_ag>2vir_B_A_C_ab,1,0.713118835
7lxz_E_D_A_ag>7lxz_E_D_A_ab,1,0.711838205
3j8v_G_K_C_ag>3j8v_G_K_C_ab,1,0.70692381
5d9q_N_M_J_ag>5d9q_N_M_J_ab,1,0.70654881
7mlu_L_M_A_ag>7mlu_L_M_A_ab,1,0.705947421
2qr0_B_A_D_ag>2qr0_B_A_D_ab,1,0.701725
7l7e_I_J_K_ag>7l7e_I_J_K_ab,1,0.700954762
1p2c_E_D_F_ag>1p2c_E_D_F_ab,1,0.700446591
4rdq_G_F_E_ag>4rdq_G_F_E_ab,1,0.698356944
1j1p_H_L_Y_ag>1j1p_H_L_Y_ab,1,0.695677579
6mph_g_i_B_ag>6mph_g_i_B_ab,1,0.692577183
6nnj_D_E_B_ag>6nnj_D_E_B_ab,1,0.692055357
1g7i_B_A_C_ag>1g7i_B_A_C_ab,1,0.688810516
7kfv_F_G_E_ag>7kfv_F_G_E_ab,1,0.684864087
6ot1_F_I_E_ag>6ot1_F_I_E_ab,1,0.684596429
4fp8_I_M_B_ag>4fp8_I_M_B_ab,1,0.68071369
3cx5_J_K_E_ag>3cx5_J_K_E_ab,1,0.680700824
6adc_E_F_B_ag>6adc_E_F_B_ab,1,0.678779167
7e5s_I_K_B_ag>7e5s_I_K_B_ab,1,0.678434127
5jz7_C_D_A_ag>5jz7_C_D_A_ab,1,0.672511836
6x87_A_B_X_ag>6x87_A_B_X_ab,1,0.671235913
7kfv_C_D_B_ag>7kfv_C_D_B_ab,1,0.668785119
5n0a_H_L_A_ag>5n0a_H_L_A_ab,1,0.667328373
6mw9_O_P_N_ag>6mw9_O_P_N_ab,1,0.662478571
6orp_J_K_I_ag>6orp_J_K_I_ab,1,0.661901282
6cuf_5_6_2_ag>6cuf_5_6_2_ab,1,0.65890939
5e1a_A_B_C_ag>5e1a_A_B_C_ab,1,0.6554
6eti_D_C_B_ag>6eti_D_C_B_ab,1,0.655085714
6mph_M_N_C_ag>6mph_M_N_C_ab,1,0.653640262
7ben_G_I_C_ag>7ben_G_I_C_ab,1,0.653244048
7a0x_E_F_B_ag>7a0x_E_F_B_ab,1,0.652830952
3cx5_U_V_P_ag>3cx5_U_V_P_ab,1,0.652828406
6feq_D_C_B_ag>6feq_D_C_B_ab,1,0.6526625
7lf1_G_I_A_ag>7lf1_G_I_A_ab,1,0.647116477
3ld8_C_B_A_ag>3ld8_C_B_A_ab,1,0.640219048
7kfw_C_D_B_ag>7kfw_C_D_B_ab,1,0.636166667
7kgv_C_E_B_ag>7kgv_C_E_B_ab,1,0.634231463
5jz7_G_I_F_ag>5jz7_G_I_F_ab,1,0.633977907
6x87_E_F_X_ag>6x87_E_F_X_ab,1,0.632255357
6vep_U_V_W_ag>6vep_U_V_W_ab,1,0.631702922
4zxb_A_B_E_ag>4zxb_A_B_E_ab,1,0.6295625
4xtr_E_F_A_ag>4xtr_E_F_A_ab,1,0.629416667
6t3j_F_G_J_ag>6t3j_F_G_J_ab,1,0.62643631
7e5s_U_Q_B_ag>7e5s_U_Q_B_ab,1,0.625104904
3rhw_G_K_C_ag>3rhw_G_K_C_ab,1,0.624962302
2ny0_D_C_A_ag>2ny0_D_C_A_ab,1,0.62248054
4ckd_H_L_C_ag>4ckd_H_L_C_ab,1,0.621418452
7ora_D_E_C_ag>7ora_D_E_C_ab,1,0.611810714
3v6o_C_E_A_ag>3v6o_C_E_A_ab,1,0.609
6a3w_J_K_L_ag>6a3w_J_K_L_ab,1,0.607878571
6n1w_5_6_C_ag>6n1w_5_6_C_ab,1,0.605368452
4o5i_O_P_C_ag>4o5i_O_P_C_ab,1,0.604705198
4rdq_I_H_A_ag>4rdq_I_H_A_ab,1,0.601247222
4zs6_H_L_A_ag>4zs6_H_L_A_ab,1,0.600236905
4ut9_J_N_D_ag>4ut9_J_N_D_ab,1,0.599631548
5umn_E_F_A_ag>5umn_E_F_A_ab,1,0.597580479
5utf_D_E_B_ag>5utf_D_E_B_ab,1,0.596647619
5b71_D_C_F_ag>5b71_D_C_F_ab,1,0.596324603
5w9l_H_I_G_ag>5w9l_H_I_G_ab,1,0.595781944
2ny1_D_C_A_ag>2ny1_D_C_A_ab,1,0.595060714
7nd7_F_G_B_ag>7nd7_F_G_B_ab,1,0.590160714
5h35_F_G_E_ag>5h35_F_G_E_ab,1,0.588727381
7sc1_M_N_B_ag>7sc1_M_N_B_ab,1,0.585204167
6mu8_D_E_B_ag>6mu8_D_E_B_ab,1,0.582705952
6bfq_E_F_J_ag>6bfq_E_F_J_ab,1,0.580900884
6cm3_K_J_D_ag>6cm3_K_J_D_ab,1,0.579834325
7m2h_D_E_F_ag>7m2h_D_E_F_ab,1,0.578192857
6w03_D_E_B_ag>6w03_D_E_B_ab,1,0.577960827
7f62_H_L_A_ag>7f62_H_L_A_ab,1,0.574322619
3ria_G_K_C_ag>3ria_G_K_C_ab,1,0.574206527
3a6b_H_L_Y_ag>3a6b_H_L_Y_ab,1,0.573873413
1xgu_B_A_C_ag>1xgu_B_A_C_ab,1,0.572547024
6xc7_H_L_A_ag>6xc7_H_L_A_ab,1,0.57215873
6k7o_H_L_A_ag>6k7o_H_L_A_ab,1,0.570612961
1v7n_H_L_V_ag>1v7n_H_L_V_ab,1,0.569674721
6u9s_A_B_C_ag>6u9s_A_B_C_ab,1,0.568343849
6opp_G_I_D_ag>6opp_G_I_D_ab,1,0.567249448
3b2u_N_O_M_ag>3b2u_N_O_M_ab,1,0.564515476
6c08_A_B_C_ag>6c08_A_B_C_ab,1,0.563169161
1n6q_H_L_B_ag>1n6q_H_L_B_ab,1,0.554764286
3d9a_H_L_C_ag>3d9a_H_L_C_ab,1,0.547416071
6ad7_C_D_A_ag>4fg6_E_F_B_ab,0,0.546727864
5t5n_O_N_D_ag>5t5n_O_N_D_ab,1,0.546714683
7lf0_K_L_N_ag>7lf0_K_L_N_ab,1,0.543014286
6wix_D_E_B_ag>6wix_D_E_B_ab,1,0.539565476
6mwx_G_H_F_ag>6mwx_G_H_F_ab,1,0.536480952
6v4n_D_E_W_ag>6v4n_D_E_W_ab,1,0.535642659
5t3z_H_L_G_ag>5t3z_H_L_G_ab,1,0.533736905
4fqr_m_n_M_ag>4fqr_m_n_M_ab,1,0.531675
5udc_H_L_F_ag>5udc_H_L_F_ab,1,0.531405952
6m2r_H_L_A_ag>6m2r_H_L_A_ab,1,0.528035714
3ri5_G_K_C_ag>3ri5_G_K_C_ab,1,0.527688095
7llk_C_D_A_ag>7llk_C_D_A_ab,1,0.526377778
7dk2_A_B_C_ag>7dk2_A_B_C_ab,1,0.525827381
6vzi_H_L_G_ag>6vzi_H_L_G_ab,1,0.524525
6y90_H_L_A_ag>6y90_H_L_A_ab,1,0.524126587
7l7e_H_L_S_ag>7l7e_H_L_S_ab,1,0.522424952
1fe8_I_M_B_ag>1fe8_I_M_B_ab,1,0.521694246
7pqz_H_L_E_ag>7pqz_H_L_E_ab,1,0.518233333
2vdp_H_L_A_ag>2vdp_H_L_A_ab,1,0.517685714
4yzf_G_H_B_ag>4yzf_G_H_B_ab,1,0.515731548
6nm6_H_L_G_ag>6nm6_H_L_G_ab,1,0.514895635
6ieq_D_E_B_ag>6ieq_D_E_B_ab,1,0.514643254
5mhr_I_H_B_ag>5mhr_I_H_B_ab,1,0.513669048
7qnw_H_L_E_ag>7qnw_H_L_E_ab,1,0.513478139
6x87_G_H_X_ag>6x87_G_H_X_ab,1,0.512400992
5jz7_H_L_B_ag>5jz7_H_L_B_ab,1,0.511948542
7pqy_B_C_A_ag>7pqy_B_C_A_ab,1,0.5106
6lxk_J_K_C_ag>6lxk_J_K_C_ab,1,0.510495833
6mu6_H_L_G_ag>6mu6_H_L_G_ab,1,0.509354167
5wob_I_J_A_ag>5wob_I_J_A_ab,1,0.507410714
1gc1_H_L_G_ag>1gc1_H_L_G_ab,1,0.504647619
3u4e_A_B_J_ag>3u4e_A_B_J_ab,1,0.504080952
7q9k_D_E_B_ag>7q9k_D_E_B_ab,1,0.503019643
6bfq_H_L_K_ag>6bfq_H_L_K_ab,1,0.501573611
7ly0_H_L_A_ag>7ly0_H_L_A_ab,1,0.501422168
7r8o_M_N_E_ag>7r8o_M_N_E_ab,1,0.500353968
6cdi_8_7_2_ag>6cdi_8_7_2_ab,1,0.495454563
6de7_D_E_B_ag>6de7_D_E_B_ab,1,0.495055357
2ht3_E_F_B_ag>2ht3_E_F_B_ab,1,0.494942857
1kir_B_A_C_ag>1kir_B_A_C_ab,1,0.491423401
2i60_H_L_G_ag>2i60_H_L_G_ab,1,0.491341204
3ubx_G_I_D_ag>3ubx_G_I_D_ab,1,0.490947024
4oii_I_M_B_ag>4oii_I_M_B_ab,1,0.488701389
6x40_J_I_B_ag>6x40_J_I_B_ab,1,0.488219246
6cuf_8_7_2_ag>6cuf_8_7_2_ab,1,0.48722877
7e5r_X_S_C_ag>7e5r_X_S_C_ab,1,0.487223214
7q6e_J_K_C_ag>7q6e_J_K_C_ab,1,0.486962302
6s8j_H_L_A_ag>6s8j_H_L_A_ab,1,0.486400461
7tht_H_L_C_ag>7tht_H_L_C_ab,1,0.484277579
7m7j_E_F_B_ag>7m7j_E_F_B_ab,1,0.482629762
6w0c_A_B_C_ag>6w0c_A_B_C_ab,1,0.482272781
4tnw_G_K_C_ag>4tnw_G_K_C_ab,1,0.482261905
7ben_D_F_C_ag>7ben_D_F_C_ab,1,0.480347421
6ccb_H_L_G_ag>6ccb_H_L_G_ab,1,0.479896825
1ahw_E_D_F_ag>1ahw_E_D_F_ab,1,0.478949729
5w9h_E_F_D_ag>5w9h_E_F_D_ab,1,0.478160263
7nxb_H_L_E_ag>7nxb_H_L_E_ab,1,0.477241667
6x3w_K_L_D_ag>6x3w_K_L_D_ab,1,0.477075199
6mtj_H_L_G_ag>6mtj_H_L_G_ab,1,0.4764
5mhr_N_G_F_ag>5mhr_N_G_F_ab,1,0.47565947
6by2_A_B_C_ag>6by2_A_B_C_ab,1,0.475124829
4iof_C_D_A_ag>4iof_C_D_A_ab,1,0.475035714
6mhg_H_L_E_ag>6mhg_H_L_E_ab,1,0.474403175
6cuf_M_N_C_ag>6cuf_M_N_C_ab,1,0.473909127
7ch5_H_L_R_ag>7ch5_H_L_R_ab,1,0.472110714
5bjz_C_L_A_ag>5bjz_C_L_A_ab,1,0.471283333
6ce0_D_E_B_ag>6ce0_D_E_B_ab,1,0.471274242
6mug_D_E_B_ag>6mug_D_E_B_ab,1,0.469632341
5xf1_C_D_A_ag>5xf1_C_D_A_ab,1,0.468469048
1ic5_H_L_Y_ag>1ic5_H_L_Y_ab,1,0.467959524
6orp_H_L_G_ag>6orp_H_L_G_ab,1,0.467697711
6a3w_A_B_C_ag>6a3w_A_B_C_ab,1,0.46625119
6cm3_T_U_C_ag>6cm3_T_U_C_ab,1,0.465912302
6fxn_F_G_B_ag>6fxn_F_G_B_ab,1,0.464757937
2yss_B_A_C_ag>2yss_B_A_C_ab,1,0.462838385
5thr_P_Q_C_ag>5thr_P_Q_C_ab,1,0.4626375
6xc4_H_L_A_ag>6xc4_H_L_A_ab,1,0.461040548
6x87_C_D_X_ag>6x87_C_D_X_ab,1,0.459280159
6b3s_C_D_B_ag>6b3s_C_D_B_ab,1,0.458375
6udj_D_E_P_ag>6udj_D_E_P_ab,1,0.456708333
5cus_K_O_D_ag>5cus_K_O_D_ab,1,0.455304167
1xgr_B_A_C_ag>1xgr_B_A_C_ab,1,0.453469643
3b2u_Q_R_P_ag>3b2u_Q_R_P_ab,1,0.451995377
5ies_H_L_C_ag>5ies_H_L_C_ab,1,0.451369444
4uta_H_L_B_ag>4uta_H_L_B_ab,1,0.450139286
4d9r_H_L_A_ag>4d9r_H_L_A_ab,1,0.4498875
6nnj_H_L_G_ag>6nnj_H_L_G_ab,1,0.449388492
7q6e_E_F_B_ag>7q6e_E_F_B_ab,1,0.447786706
6d0u_E_F_A_ag>6d0u_E_F_A_ab,1,0.446523214
7k7i_H_L_A_ag>7k7i_H_L_A_ab,1,0.446204066
5w9o_B_C_A_ag>5w9o_B_C_A_ab,1,0.445467063
6xc2_H_L_A_ag>6xc2_H_L_A_ab,1,0.444847619
5czx_C_D_B_ag>5czx_C_D_B_ab,1,0.444576323
6n1v_Q_R_C_ag>6n1v_Q_R_C_ab,1,0.443645238
4plk_I_G_F_ag>4plk_I_G_F_ab,1,0.440722222
1pkq_B_A_E_ag>1pkq_B_A_E_ab,1,0.439541468
5hd8_C_D_A_ag>5hd8_C_D_A_ab,1,0.438913492
7mly_G_J_B_ag>7mly_G_J_B_ab,1,0.437608333
6iuv_H_L_A_ag>6iuv_H_L_A_ab,1,0.437556349
3fb8_A_B_C_ag>3fb8_A_B_C_ab,1,0.436637811
6apd_K_M_B_ag>6apd_K_M_B_ab,1,0.436590476
7e5r_L_H_A_ag>7e5r_L_H_A_ab,1,0.436434567
6cm3_O_N_E_ag>6cm3_O_N_E_ab,1,0.435385302
7si0_C_D_A_ag>7si0_C_D_A_ab,1,0.435116667
7lf2_K_L_J_ag>7lf2_K_L_J_ab,1,0.434917857
2atk_A_B_C_ag>2atk_A_B_C_ab,1,0.434777381
6elu_E_F_D_ag>6elu_E_F_D_ab,1,0.433561616
6p9h_H_L_A_ag>6p9h_H_L_A_ab,1,0.43322877
5tlk_B_A_X_ag>5tlk_B_A_X_ab,1,0.433169245
1yy9_D_C_A_ag>1yy9_D_C_A_ab,1,0.432272006
4tnw_J_M_E_ag>4tnw_J_M_E_ab,1,0.428978277
7e5r_M_U_A_ag>7e5r_M_U_A_ab,1,0.428067262
6pdx_H_L_A_ag>6pdx_H_L_A_ab,1,0.426328571
7nfd_D_C_B_ag>7nfd_D_C_B_ab,1,0.426322619
5utf_H_L_G_ag>5utf_H_L_G_ab,1,0.425602381
7e88_G_H_I_ag>7e88_G_H_I_ab,1,0.425420238
6xpz_E_F_D_ag>6xpz_E_F_D_ab,1,0.425382143
6cde_5_6_2_ag>6cde_5_6_2_ab,1,0.42531369
5y9f_b_a_I_ag>5y9f_b_a_I_ab,1,0.424625595
5t5b_H_L_E_ag>5t5b_H_L_E_ab,1,0.424469048
6b3s_J_K_I_ag>6b3s_J_K_I_ab,1,0.423322421
6zdh_D_F_B_ag>6zdh_D_F_B_ab,1,0.422637103
6bt3_B_A_N_ag>6bt3_B_A_N_ab,1,0.419351786
4rrp_I_C_O_ag>4rrp_I_C_O_ab,1,0.419034524
7ben_H_L_E_ag>7ben_H_L_E_ab,1,0.418593452
5t3s_D_E_B_ag>5t3s_D_E_B_ab,1,0.417327814
4ut6_H_L_A_ag>4ut6_H_L_A_ab,1,0.416100397
7kde_M_N_E_ag>7kde_M_N_E_ab,1,0.416048016
1n5y_H_L_B_ag>1n5y_H_L_B_ab,1,0.415280952
4mhh_G_I_C_ag>4mhh_G_I_C_ab,1,0.415060119
6hxw_H_L_A_ag>6hxw_H_L_A_ab,1,0.41458869
4ffz_Z_Y_X_ag>4ffz_Z_Y_X_ab,1,0.410472619
6mhg_M_W_E_ag>6mhg_M_W_E_ab,1,0.410260714
7k90_M_N_A_ag>7k90_M_N_A_ab,1,0.409888095
7beo_H_L_R_ag>7beo_H_L_R_ab,1,0.409256548
5u7o_H_L_G_ag>5u7o_H_L_G_ab,1,0.407274206
4xwo_C_D_A_ag>4xwo_C_D_A_ab,1,0.405333333
6k5d_E_F_B_ag>6k5d_E_F_B_ab,1,0.405205159
4pp2_D_C_E_ag>4pp2_D_C_E_ab,1,0.40384881
3cxh_U_V_P_ag>3cxh_U_V_P_ab,1,0.403652381
6weq_E_F_A_ag>6weq_E_F_A_ab,1,0.402895833
3vi3_F_E_B_ag>3vi3_F_E_B_ab,1,0.401986111
5zxv_H_L_A_ag>5zxv_H_L_A_ab,1,0.400665476
7nd9_H_L_B_ag>7nd9_H_L_B_ab,1,0.399874802
4om1_H_L_G_ag>4om1_H_L_G_ab,1,0.396275198
6c6z_H_L_B_ag>6c6z_H_L_B_ab,1,0.396164087
6m0f_H_L_A_ag>6m0f_H_L_A_ab,1,0.394472817
7tht_a_c_S_ag>7tht_a_c_S_ab,1,0.392726786
6xc3_B_A_C_ag>6xc3_B_A_C_ab,1,0.392723214
6bft_H_L_C_ag>6bft_H_L_C_ab,1,0.392253571
4q6i_E_D_J_ag>4q6i_E_D_J_ab,1,0.392061905
5hi3_C_D_A_ag>5hi3_C_D_A_ab,1,0.388835913
2b2x_I_M_B_ag>2b2x_I_M_B_ab,1,0.388485714
6xc7_C_D_A_ag>6xc7_C_D_A_ab,1,0.388155624
6ewb_H_L_B_ag>6ewb_H_L_B_ab,1,0.387089845
6zfo_B_C_A_ag>6zfo_B_C_A_ab,1,0.385158333
6ivz_H_L_A_ag>6ivz_H_L_A_ab,1,0.384731349
4rrp_G_A_M_ag>4rrp_G_A_M_ab,1,0.38464881
7kmk_I_M_B_ag>7kmk_I_M_B_ab,1,0.38417381
6glw_H_L_A_ag>6glw_H_L_A_ab,1,0.38382619
5wob_O_P_D_ag>5wob_O_P_D_ab,1,0.383566667
6x3v_J_I_B_ag>6x3v_J_I_B_ab,1,0.383461175
3lh2_H_L_S_ag>6mu6_H_L_G_ab,0,0.382647024
4r2g_D_C_O_ag>4r2g_D_C_O_ab,1,0.382402976
6zlr_F_G_D_ag>6zlr_F_G_D_ab,1,0.382177976
3eo1_B_A_C_ag>3eo1_B_A_C_ab,1,0.381851842
7ll2_I_J_C_ag>7ll2_I_J_C_ab,1,0.378259524
6orn_F_I_K_ag>6orn_F_I_K_ab,1,0.377844048
6ii8_G_I_A_ag>6ii8_G_I_A_ab,1,0.376008333
7lrt_D_E_C_ag>7lrt_D_E_C_ab,1,0.375638768
7pc2_K_L_A_ag>7pc2_K_L_A_ab,1,0.374934524
4xwo_I_J_G_ag>4xwo_I_J_G_ab,1,0.37487619
3j8z_F_J_D_ag>3j8z_F_J_D_ab,1,0.373528175
4gxu_Q_R_E_ag>4gxu_Q_R_E_ab,1,0.373472367
1ncc_H_L_N_ag>1ncc_H_L_N_ab,1,0.370732468
